Time,THERMAL ZONE 1:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:MILANO-LINATE ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
20:45:00,2.821053E+04,1.994021E+04,1.455894E+00,1.955115E+00,1.365695E+03,1.965952E+04,7.048922E-02,1.933368E+00,2.953683E+04,3.176430E+04,1.524341E+00,3.114406E+00,9.013728E+02,2.202284E+04,4.652362E-02,2.165358E+00,4.624503E+04,3.815274E+04,2.386083E+00,3.740935E+00,4.211755E+03,6.624539E+03,2.173366E-01,6.495423E-01
21:00:00,2.821095E+04,1.954996E+04,1.455913E+00,1.916821E+00,1.365706E+03,1.944600E+04,7.048981E-02,1.912335E+00,2.953725E+04,3.128000E+04,1.524361E+00,3.066932E+00,9.013826E+02,2.180959E+04,4.652412E-02,2.144374E+00,4.624591E+04,3.753551E+04,2.386127E+00,3.680421E+00,4.211940E+03,6.575300E+03,2.173455E-01,6.447139E-01
21:15:00,2.821127E+04,1.919934E+04,1.455928E+00,1.882430E+00,1.365717E+03,1.923242E+04,7.049039E-02,1.891296E+00,2.953760E+04,3.083665E+04,1.524377E+00,3.023473E+00,9.013929E+02,2.159623E+04,4.652466E-02,2.123382E+00,4.624663E+04,3.695885E+04,2.386163E+00,3.623888E+00,4.212093E+03,6.523510E+03,2.173529E-01,6.396355E-01
21:30:00,2.821151E+04,1.886849E+04,1.455939E+00,1.849986E+00,1.365728E+03,1.901917E+04,7.049094E-02,1.870289E+00,2.953788E+04,3.041375E+04,1.524390E+00,2.982017E+00,9.014035E+02,2.138311E+04,4.652520E-02,2.102412E+00,4.624722E+04,3.640288E+04,2.386192E+00,3.569380E+00,4.212222E+03,6.469613E+03,2.173593E-01,6.343505E-01
21:45:00,2.821170E+04,1.854678E+04,1.455948E+00,1.818437E+00,1.365738E+03,1.880637E+04,7.049144E-02,1.849328E+00,2.953811E+04,3.000276E+04,1.524402E+00,2.941727E+00,9.014140E+02,2.117032E+04,4.652575E-02,2.081473E+00,4.624771E+04,3.585743E+04,2.386217E+00,3.515903E+00,4.212331E+03,6.413892E+03,2.173646E-01,6.288866E-01
22:00:00,2.821185E+04,1.822967E+04,1.455955E+00,1.787338E+00,1.365747E+03,1.859405E+04,7.049190E-02,1.828415E+00,2.953831E+04,2.959995E+04,1.524412E+00,2.902237E+00,9.014244E+02,2.095783E+04,4.652628E-02,2.060563E+00,4.624813E+04,3.531713E+04,2.386238E+00,3.462928E+00,4.212423E+03,6.356546E+03,2.173693E-01,6.232635E-01
22:15:00,2.821196E+04,1.355438E+04,1.455961E+00,1.328944E+00,1.365755E+03,1.568374E+04,7.049231E-02,1.504902E+00,2.953849E+04,2.358054E+04,1.524421E+00,2.280525E+00,9.014346E+02,1.791546E+04,4.652681E-02,1.714182E+00,4.624850E+04,2.862724E+04,2.386257E+00,2.758775E+00,4.212503E+03,5.101177E+03,2.173733E-01,4.928084E-01
22:30:00,2.821206E+04,8.957206E+03,1.455966E+00,8.782098E-01,1.365762E+03,1.287646E+04,7.049267E-02,1.189883E+00,2.953866E+04,1.906337E+04,1.524429E+00,1.778954E+00,9.014445E+02,1.537533E+04,4.652732E-02,1.407656E+00,4.624884E+04,2.335499E+04,2.386274E+00,2.168371E+00,4.212572E+03,4.165616E+03,2.173768E-01,3.877845E-01
22:45:00,2.821214E+04,4.439028E+03,1.455970E+00,4.352232E-01,1.365768E+03,1.024016E+04,7.049299E-02,8.886793E-01,2.953881E+04,1.526919E+04,1.524436E+00,1.333520E+00,9.014542E+02,1.294096E+04,4.652782E-02,1.109664E+00,4.624914E+04,1.872224E+04,2.386290E+00,1.628516E+00,4.212633E+03,3.357332E+03,2.173799E-01,2.925257E-01
23:00:00,2.821221E+04,5.530006E+02,1.455973E+00,4.306700E-02,1.365773E+03,7.746992E+03,7.049326E-02,5.996339E-01,2.953895E+04,1.183224E+04,1.524444E+00,9.168946E-01,9.014636E+02,1.063774E+04,4.652831E-02,8.228730E-01,4.624941E+04,1.448590E+04,2.386304E+00,1.121453E+00,4.212688E+03,2.618354E+03,2.173826E-01,2.027785E-01
23:15:00,2.821227E+04,1.537136E+03,1.455976E+00,1.189963E-01,1.365778E+03,8.031725E+03,7.049351E-02,6.204710E-01,2.953908E+04,1.422007E+04,1.524450E+00,1.100686E+00,9.014728E+02,1.123083E+04,4.652878E-02,8.677625E-01,4.624966E+04,1.661208E+04,2.386317E+00,1.284831E+00,4.212736E+03,3.115473E+03,2.173851E-01,2.410836E-01
23:30:00,2.821232E+04,1.979519E+03,1.455978E+00,1.531297E-01,1.365782E+03,8.276361E+03,7.049372E-02,6.388185E-01,2.953920E+04,1.522361E+04,1.524457E+00,1.175583E+00,9.014818E+02,1.137553E+04,4.652924E-02,8.780973E-01,4.624990E+04,1.743701E+04,2.386329E+00,1.346327E+00,4.212780E+03,3.313079E+03,2.173874E-01,2.558303E-01
23:45:00,2.821236E+04,2.598074E+03,1.455981E+00,2.008528E-01,1.365786E+03,8.412659E+03,7.049390E-02,6.493001E-01,2.953932E+04,1.559113E+04,1.524463E+00,1.203128E+00,9.014905E+02,1.146984E+04,4.652970E-02,8.852801E-01,4.625012E+04,1.772251E+04,2.386341E+00,1.367815E+00,4.212820E+03,3.399740E+03,2.173894E-01,2.623773E-01
24:00:00,2.821240E+04,2.661085E+03,1.455983E+00,2.053138E-01,1.365789E+03,8.465553E+03,7.049407E-02,6.533512E-01,2.953944E+04,1.568048E+04,1.524469E+00,1.210014E+00,9.014991E+02,1.148694E+04,4.653014E-02,8.865419E-01,4.625033E+04,1.770274E+04,2.386351E+00,1.366348E+00,4.212857E+03,3.431874E+03,2.173913E-01,2.648636E-01
Peak,2.821279E+04,2.724023E+04,1.456003E+00,2.671147E+00,1.365823E+03,2.439260E+04,7.049581E-02,2.399438E+00,2.954114E+04,3.931484E+04,1.524556E+00,3.854820E+00,9.016819E+02,2.673842E+04,4.653957E-02,2.629540E+00,4.625313E+04,4.556565E+04,2.386496E+00,4.467909E+00,4.213344E+03,7.057805E+03,2.174164E-01,6.920374E-01

Peak Vol Flow (m3/s),,,1.239695E+00,2.274314E+00,,,6.002275E-02,2.042971E+00,,,1.298064E+00,3.282137E+00,,,3.962552E-02,2.238888E+00,,,2.031951E+00,3.804143E+00,,,1.851164E-01,5.892264E-01
